"Term","VIF","VIF_CI_low","VIF_CI_high","SE_factor","Tolerance","Tolerance_CI_low","Tolerance_CI_high"
"Percent_Oak",2.60057130703204,2.13137839504877,3.2643427876169,1.61262869471929,0.38453089030705,0.306340376933895,0.469179945861804
"Percent_Pine",4.32813851396577,3.45555787873239,5.51079001805497,2.08041787003616,0.231046209998423,0.181462185407846,0.289388872967404
"longitude",17.4213696939499,13.5057587264831,22.5629765872839,4.1738914329376,0.0574007679974372,0.0443203934610109,0.0740424895966139
"forest_area_km2",11.148924462982,8.69060117302899,14.3930580247146,3.3390005185657,0.0896947506748581,0.0694779384813764,0.115066838310734
"stand_area_ha",2.49918385211203,2.05381012259666,3.13278670819305,1.58088072039355,0.40013062630623,0.319204622959086,0.486899927601723
