"Term","VIF","VIF_CI_low","VIF_CI_high","SE_factor","Tolerance","Tolerance_CI_low","Tolerance_CI_high"
"Percent_Oak",2.68938538815649,2.19704682260889,3.38422001195951,1.63993456825463,0.371832168198652,0.295489062905513,0.455156435315542
"Percent_Pine",3.73474416967294,2.99691781234473,4.74518451752339,1.93254862026106,0.267755957187175,0.210739960966138,0.333676150837657
"longitude",16.5233233695082,12.7982449720189,21.4245266144092,4.06488909682764,0.0605205125892155,0.0466754770360921,0.0781357133096235
"forest_area_km2",11.2533402402114,8.75866177787422,14.550144224787,3.35459986290636,0.0888625047012012,0.068727841081908,0.114172692742419
"stand_area_ha",2.88203910850256,2.34433876342122,3.63480552842116,1.6976569466481,0.346976554568538,0.275117882423373,0.426559512474488
